000327	2013-11-01 00:16:10	1	O
000327	2013-11-01 00:16:23	1	I
000510	2013-11-01 00:23:40	1	I
051598	2013-11-01 00:50:16	1	I
000517	2013-11-01 00:55:05	1	I
000517	2013-11-01 00:58:44	1	I
050497	2013-11-01 01:01:47	1	I
000491	2013-11-01 01:19:59	1	O
050852	2013-11-01 01:20:08	1	O
050352	2013-11-01 01:20:19	1	I
050551	2013-11-01 01:21:06	1	I
000070	2013-11-01 01:21:52	1	O
007680	2013-11-01 01:24:21	1	O
051519	2013-11-01 01:24:26	1	O
000073	2013-11-01 01:27:04	1	O
000073	2013-11-01 01:27:18	1	I
000372	2013-11-01 01:31:12	1	I
000391	2013-11-01 01:31:25	1	O
000295	2013-11-01 01:31:40	1	O
000267	2013-11-01 01:31:56	1	O
000173	2013-11-01 01:41:16	1	O
051127	2013-11-01 01:41:29	1	I
051919	2013-11-01 01:41:38	1	I
010383	2013-11-01 05:48:14	1	I
052233	2013-11-01 06:40:59	1	I
052234	2013-11-01 06:42:11	1	I
051359	2013-11-01 06:46:20	1	I
051960	2013-11-01 06:48:31	1	I
000494	2013-11-01 06:55:43	1	I
052114	2013-11-01 07:02:33	1	I
000527	2013-11-01 07:03:26	1	I
051362	2013-11-01 07:07:56	1	I
052236	2013-11-01 07:08:29	1	I
052235	2013-11-01 07:08:48	1	I
000071	2013-11-01 07:09:05	1	I
000117	2013-11-01 07:10:46	1	I
000097	2013-11-01 07:10:50	1	I
000046	2013-11-01 07:12:52	1	I
000274	2013-11-01 07:14:37	1	I
051950	2013-11-01 07:17:41	1	I
000277	2013-11-01 07:23:43	1	I
051518	2013-11-01 07:24:42	1	I
000011	2013-11-01 07:25:43	1	I
000221	2013-11-01 07:27:51	1	I
000515	2013-11-01 07:28:12	1	I
005261	2013-11-01 07:28:55	1	I
051360	2013-11-01 07:29:52	1	I
000104	2013-11-01 07:30:20	1	I
051959	2013-11-01 07:33:28	1	I
051524	2013-11-01 07:34:25	1	I
000428	2013-11-01 07:35:08	1	I
006548	2013-11-01 07:37:04	1	O
051092	2013-11-01 07:37:14	1	O
000176	2013-11-01 07:40:11	1	O
052174	2013-11-01 07:40:22	1	O
052043	2013-11-01 07:40:41	1	O
000068	2013-11-01 07:41:34	1	O
000043	2013-11-01 07:44:20	1	I
000433	2013-11-01 07:46:15	1	I
000145	2013-11-01 07:46:22	1	I
000025	2013-11-01 07:48:10	1	I
051457	2013-11-01 07:49:51	1	I
051916	2013-11-01 07:50:31	1	I
052144	2013-11-01 07:52:09	1	I
000439	2013-11-01 07:52:22	1	I
000125	2013-11-01 07:54:51	1	I
000220	2013-11-01 07:55:40	1	I
052024	2013-11-01 07:56:23	1	I
051327	2013-11-01 07:56:51	1	I
052200	2013-11-01 07:57:06	1	I
000499	2013-11-01 07:57:22	1	I
051267	2013-11-01 07:58:43	1	I
000151	2013-11-01 07:59:36	1	I
051136	2013-11-01 07:59:50	1	I
052193	2013-11-01 08:00:04	1	I
000138	2013-11-01 08:00:23	1	I
051597	2013-11-01 08:42:57	1	I
050889	2013-11-01 08:45:15	1	I
000163	2013-11-01 08:47:19	1	I
052181	2013-11-01 08:49:54	1	I
000530	2013-11-01 08:50:00	1	I
051268	2013-11-01 08:53:29	1	I
051519	2013-11-01 08:54:09	1	I
051082	2013-11-01 08:57:25	1	I
000391	2013-11-01 09:12:13	1	I
051294	2013-11-01 09:12:23	1	I
000032	2013-11-01 09:18:16	1	I
051523	2013-11-01 09:24:13	1	I
051219	2013-11-01 09:41:12	1	I
000164	2013-11-01 09:41:56	1	I
051331	2013-11-01 09:42:26	1	I
000009	2013-11-01 10:12:24	1	I
051965	2013-11-01 10:24:05	1	I
050912	2013-11-01 10:36:52	1	I
051084	2013-11-01 10:43:02	1	I
000173	2013-11-01 10:54:50	1	I
008887	2013-11-01 15:27:40	1	I
010382	2013-11-01 16:31:14	1	O
052023	2013-11-01 16:58:01	1	O
051150	2013-11-01 16:58:10	1	O
051591	2013-11-01 17:18:28	1	O
051460	2013-11-01 17:19:49	1	O
000221	2013-11-01 17:22:36	1	O
005589	2013-11-01 17:23:13	1	O
050889	2013-11-01 17:26:30	1	O
000274	2013-11-01 17:30:18	1	O
000030	2013-11-01 17:30:29	1	O
050643	2013-11-01 17:32:26	1	O
052174	2013-11-01 17:32:33	1	O
000109	2013-11-01 17:32:45	1	O
000391	2013-11-01 17:32:56	1	O
000499	2013-11-01 17:33:08	1	O
000513	2013-11-01 17:33:28	1	O
000068	2013-11-01 17:34:26	1	O
051268	2013-11-01 17:36:27	1	O
000295	2013-11-01 17:37:16	1	O
051640	2013-11-01 17:38:37	1	O
000289	2013-11-01 17:38:55	1	O
000073	2013-11-01 17:39:03	1	O
000073	2013-11-01 17:39:10	1	O
000510	2013-11-01 17:39:58	1	O
052193	2013-11-01 17:42:24	1	O
001524	2013-11-01 17:42:45	1	O
050497	2013-11-01 17:44:41	1	O
010383	2013-11-01 17:50:35	1	I
050551	2013-11-01 17:51:45	1	I
005934	2013-11-01 17:53:02	1	I
051519	2013-11-01 17:53:36	1	I
051519	2013-11-01 17:53:46	1	O
000525	2013-11-01 17:53:58	1	O
052114	2013-11-01 17:54:27	1	O
051325	2013-11-01 17:55:01	1	O
050851	2013-11-01 17:55:07	1	O
051597	2013-11-01 17:55:40	1	O
051523	2013-11-01 17:55:49	1	O
051598	2013-11-01 17:57:00	1	O
052180	2013-11-01 17:57:42	1	O
008767	2013-11-01 17:58:06	1	O
008767	2013-11-01 17:58:19	1	O
000530	2013-11-01 18:00:30	1	O
000151	2013-11-01 18:02:56	1	O
001524	2013-11-01 18:05:05	1	O
052203	2013-11-01 18:05:38	1	O
007680	2013-11-01 18:05:48	1	O
000433	2013-11-01 18:06:25	1	O
000491	2013-11-01 18:06:34	1	O
000070	2013-11-01 18:09:36	1	O
051127	2013-11-01 18:12:54	1	O
050572	2013-11-01 18:14:13	1	O
051617	2013-11-01 18:15:16	1	O
000517	2013-11-01 18:19:08	1	O
051106	2013-11-01 18:23:14	1	O
052144	2013-11-01 18:29:01	1	O
000071	2013-11-01 18:30:37	1	O
006315	2013-11-01 18:30:45	1	O
051524	2013-11-01 18:32:46	1	O
000025	2013-11-01 18:33:19	1	O
005261	2013-11-01 18:34:32	1	O
051518	2013-11-01 18:35:37	1	O
052200	2013-11-01 18:36:56	1	O
000515	2013-11-01 18:40:43	1	O
001326	2013-11-01 18:43:48	1	O
001326	2013-11-01 18:44:29	1	O
052233	2013-11-01 18:46:03	1	O
052235	2013-11-01 18:46:14	1	O
000032	2013-11-01 18:48:33	1	O
051227	2013-11-01 08:00:35	1	I
000284	2013-11-01 08:00:56	1	I
000112	2013-11-01 08:04:16	1	I
052180	2013-11-01 08:04:42	1	I
000073	2013-11-01 08:06:14	1	I
050687	2013-11-01 08:07:11	1	I
050632	2013-11-01 08:07:30	1	I
005589	2013-11-01 08:07:57	1	I
051150	2013-11-01 08:08:28	1	I
051589	2013-11-01 08:08:34	1	I
051848	2013-11-01 08:08:41	1	I
001524	2013-11-01 08:08:47	1	I
051792	2013-11-01 08:09:07	1	I
051908	2013-11-01 08:09:14	1	I
052006	2013-11-01 08:09:24	1	I
051639	2013-11-01 08:09:40	1	I
051591	2013-11-01 08:09:49	1	I
051598	2013-11-01 08:09:57	1	I
051295	2013-11-01 08:10:07	1	I
008767	2013-11-01 08:11:04	1	I
051906	2013-11-01 08:11:14	1	I
052147	2013-11-01 08:11:33	1	I
010381	2013-11-01 08:12:11	1	I
051785	2013-11-01 08:12:42	1	I
000289	2013-11-01 08:13:02	1	I
051229	2013-11-01 08:13:10	1	I
052142	2013-11-01 08:13:17	1	I
050428	2013-11-01 08:13:39	1	I
050851	2013-11-01 08:15:20	1	I
050438	2013-11-01 08:16:00	1	I
051617	2013-11-01 08:16:14	1	I
052046	2013-11-01 08:16:23	1	I
051650	2013-11-01 08:17:29	1	I
051164	2013-11-01 08:17:49	1	I
000030	2013-11-01 08:18:05	1	I
051083	2013-11-01 08:18:24	1	I
000110	2013-11-01 08:19:19	1	I
052182	2013-11-01 08:19:28	1	I
010382	2013-11-01 08:19:51	1	I
000267	2013-11-01 08:19:57	1	I
050352	2013-11-01 08:20:11	1	I
051096	2013-11-01 08:20:59	1	I
051325	2013-11-01 08:21:36	1	I
050929	2013-11-01 08:22:36	1	I
051460	2013-11-01 08:23:22	1	I
051373	2013-11-01 08:23:27	1	I
050470	2013-11-01 08:23:34	1	I
051035	2013-11-01 08:23:41	1	I
000029	2013-11-01 08:23:49	1	I
000029	2013-11-01 08:23:56	1	I
051008	2013-11-01 08:24:09	1	I
052154	2013-11-01 08:24:28	1	I
050878	2013-11-01 08:24:34	1	I
007680	2013-11-01 08:25:02	1	I
052143	2013-11-01 08:25:39	1	I
051513	2013-11-01 08:26:05	1	O
051966	2013-11-01 08:26:23	1	O
000517	2013-11-01 08:26:32	1	O
051052	2013-11-01 08:26:38	1	O
051052	2013-11-01 08:26:51	1	O
051052	2013-11-01 08:27:08	1	I
052203	2013-11-01 08:27:16	1	I
051649	2013-11-01 08:27:20	1	I
051643	2013-11-01 08:27:33	1	I
052023	2013-11-01 08:27:41	1	I
051711	2013-11-01 08:28:31	1	I
050852	2013-11-01 08:28:36	1	I
001742	2013-11-01 08:29:15	1	I
000513	2013-11-01 08:29:21	1	I
000518	2013-11-01 08:30:09	1	I
000364	2013-11-01 08:30:18	1	I
050797	2013-11-01 08:30:30	1	I
000510	2013-11-01 08:30:36	1	I
051710	2013-11-01 08:30:42	1	I
000089	2013-11-01 08:30:46	1	I
000482	2013-11-01 08:32:04	1	I
051967	2013-11-01 08:32:19	1	I
051458	2013-11-01 08:33:24	1	I
000525	2013-11-01 08:33:29	1	I
000099	2013-11-01 08:33:34	1	I
051640	2013-11-01 08:33:43	1	I
050643	2013-11-01 08:34:33	1	I
051170	2013-11-01 08:34:41	1	I
052099	2013-11-01 08:35:07	1	I
051152	2013-11-01 08:37:03	1	I
000327	2013-11-01 08:37:38	1	I
050561	2013-11-01 08:37:43	1	I
051516	2013-11-01 08:40:22	1	I
051106	2013-11-01 08:40:40	1	I
000428	2013-11-01 18:48:38	1	O
051457	2013-11-01 18:48:48	1	O
051916	2013-11-01 18:49:18	1	O
010381	2013-11-01 18:49:55	1	O
000527	2013-11-01 19:00:40	1	O
050852	2013-11-01 19:01:10	1	O
051008	2013-11-01 19:04:53	1	O
050929	2013-11-01 19:08:52	1	O
051960	2013-11-01 19:10:47	1	O
001742	2013-11-01 19:12:18	1	O
000482	2013-11-01 19:13:46	1	O
000372	2013-11-01 19:14:32	1	O
000327	2013-11-01 19:15:11	1	O
000163	2013-11-01 19:17:34	1	O
050438	2013-11-01 19:17:46	1	O
000011	2013-11-01 19:18:59	1	O
000267	2013-11-01 19:24:40	1	O
052182	2013-11-01 19:24:51	1	O
051649	2013-11-01 19:24:58	1	O
000164	2013-11-01 19:54:40	1	O
000220	2013-11-01 19:54:58	1	O
052043	2013-11-01 19:56:38	1	O
000046	2013-11-01 20:01:13	1	O
051919	2013-11-01 20:02:53	1	O
000043	2013-11-01 20:14:58	1	O
051950	2013-11-01 20:15:06	1	O
000138	2013-11-01 20:15:15	1	O
051083	2013-11-01 20:16:01	1	O
000176	2013-11-01 20:18:12	1	O
051906	2013-11-01 20:24:06	1	O
051327	2013-11-01 20:24:34	1	O
052234	2013-11-01 20:24:58	1	O
000110	2013-11-01 20:29:27	1	O
051516	2013-11-01 20:29:47	1	O
051219	2013-11-01 20:32:28	1	O
000145	2013-11-01 20:32:55	1	O
000104	2013-11-01 20:38:35	1	O
000439	2013-11-01 20:43:15	1	O
000099	2013-11-01 20:46:19	1	O
000284	2013-11-01 20:46:33	1	O
052236	2013-11-01 20:57:24	1	O
051959	2013-11-01 21:01:49	1	O
051359	2013-11-01 21:07:02	1	O
051458	2013-11-01 21:07:16	1	O
000029	2013-11-01 21:08:17	1	O
051360	2013-11-01 21:17:16	1	O
051294	2013-11-01 21:17:36	1	O
051035	2013-11-01 21:17:43	1	O
000009	2013-11-01 21:17:50	1	O
051136	2013-11-01 21:18:12	1	O
051965	2013-11-01 21:19:21	1	O
000089	2013-11-01 21:23:44	1	O
000112	2013-11-01 21:26:48	1	O
052099	2013-11-01 21:28:56	1	O
051362	2013-11-01 21:42:16	1	O
000097	2013-11-01 21:42:23	1	O
000277	2013-11-01 21:57:54	1	O
050888	2013-11-01 22:47:37	1	O
000494	2013-11-01 23:13:07	1	O
051229	2013-11-02 05:34:07	1	I
000494	2013-11-02 06:03:21	1	I
010383	2013-11-02 06:32:31	1	O
010383	2013-11-02 06:32:44	1	I
051373	2013-11-02 06:40:25	1	I
000277	2013-11-02 06:40:32	1	I
052233	2013-11-02 06:40:41	1	I
052234	2013-11-02 06:41:04	1	I
000097	2013-11-02 06:47:12	1	I
000097	2013-11-02 06:47:22	1	I
000046	2013-11-02 06:53:08	1	I
051362	2013-11-02 06:53:32	1	I
000117	2013-11-02 06:54:44	1	I
000515	2013-11-02 06:58:30	1	I
000164	2013-11-02 06:59:10	1	I
000439	2013-11-02 07:03:12	1	I
000011	2013-11-02 07:06:27	1	I
000527	2013-11-02 07:07:09	1	I
051960	2013-11-02 07:08:17	1	I
000428	2013-11-02 07:19:16	1	I
051965	2013-11-02 07:20:00	1	I
052193	2013-11-02 07:20:47	1	I
052235	2013-11-02 07:24:27	1	I
052236	2013-11-02 07:24:49	1	I
000104	2013-11-02 07:26:54	1	I
051092	2013-11-02 07:28:47	1	I
051150	2013-11-02 07:28:53	1	I
051959	2013-11-02 07:31:46	1	I
000176	2013-11-02 07:33:33	1	I
052043	2013-11-02 07:33:57	1	I
000009	2013-11-02 07:34:19	1	I
000221	2013-11-02 07:36:14	1	I
050438	2013-11-02 07:39:20	1	I
000089	2013-11-02 07:41:45	1	I
050851	2013-11-02 07:42:39	1	I
052174	2013-11-02 07:45:35	1	I
051950	2013-11-02 07:46:01	1	I
005589	2013-11-02 07:48:43	1	I
050929	2013-11-02 07:51:07	1	I
051360	2013-11-02 07:51:46	1	I
052180	2013-11-02 07:53:07	1	I
005261	2013-11-02 07:54:18	1	I
010381	2013-11-02 07:57:52	1	I
000220	2013-11-02 07:58:43	1	I
051848	2013-11-02 08:00:41	1	I
052142	2013-11-02 08:04:06	1	I
051967	2013-11-02 08:05:10	1	I
000112	2013-11-02 08:06:23	1	I
051649	2013-11-02 08:06:45	1	I
051949	2013-11-02 08:08:08	1	I
052006	2013-11-02 08:08:18	1	I
050852	2013-11-02 08:08:28	1	I
000372	2013-11-02 08:08:37	1	I
000518	2013-11-02 08:08:59	1	I
051083	2013-11-02 08:11:31	1	I
052147	2013-11-02 08:12:36	1	I
050572	2013-11-02 08:12:46	1	I
051008	2013-11-02 08:12:54	1	I
051636	2013-11-02 08:13:11	1	I
051136	2013-11-02 08:13:33	1	I
051052	2013-11-02 08:13:46	1	I
051589	2013-11-02 08:14:21	1	I
052046	2013-11-02 08:14:39	1	I
051294	2013-11-02 08:15:31	1	I
000289	2013-11-02 08:17:02	1	I
051591	2013-11-02 08:17:09	1	I
050632	2013-11-02 08:18:27	1	I
052144	2013-11-02 08:19:38	1	I
051096	2013-11-02 08:19:45	1	I
051296	2013-11-02 08:20:07	1	I
051106	2013-11-02 08:21:13	1	I
050352	2013-11-02 08:21:20	1	I
000491	2013-11-02 08:21:27	1	I
050797	2013-11-02 08:22:52	1	I
051164	2013-11-02 08:23:36	1	I
052181	2013-11-02 08:24:03	1	I
052182	2013-11-02 08:25:29	1	I
051710	2013-11-02 08:25:35	1	I
051082	2013-11-02 08:25:47	1	I
051460	2013-11-02 08:26:08	1	I
052183	2013-11-02 08:26:18	1	I
051792	2013-11-02 08:27:05	1	I
051966	2013-11-02 08:27:50	1	I
051227	2013-11-02 08:28:19	1	I
050643	2013-11-02 08:28:30	1	I
051170	2013-11-02 08:28:42	1	I
050497	2013-11-02 08:28:50	1	I
050888	2013-11-02 08:29:00	1	I
050878	2013-11-02 08:29:18	1	I
051325	2013-11-02 08:29:28	1	I
051219	2013-11-02 08:30:08	1	I
051650	2013-11-02 08:30:38	1	I
051906	2013-11-02 08:30:48	1	I
000327	2013-11-02 08:31:46	1	I
050912	2013-11-02 08:34:02	1	I
051268	2013-11-02 08:38:11	1	I
050551	2013-11-02 08:39:18	1	I
050889	2013-11-02 08:40:08	1	I
051084	2013-11-02 08:41:47	1	I
000138	2013-11-02 08:43:08	1	I
052154	2013-11-02 08:43:32	1	I
051908	2013-11-02 08:44:46	1	I
051513	2013-11-02 08:51:04	1	O
000043	2013-11-02 08:57:38	1	I
000525	2013-11-02 09:08:50	1	I
051458	2013-11-02 09:09:01	1	I
050470	2013-11-02 09:11:24	1	I
000099	2013-11-02 09:18:16	1	I
051359	2013-11-02 09:27:39	1	I
000029	2013-11-02 09:36:32	1	I
051327	2013-11-02 09:41:26	1	I
001326	2013-11-02 09:42:55	1	I
000284	2013-11-02 10:03:28	1	I
050889	2013-11-02 10:20:05	1	I
000125	2013-11-02 10:27:27	1	I
010383	2013-11-02 11:07:34	1	O
051127	2013-11-02 11:23:07	1	I
051950	2013-11-02 12:00:17	1	O
000289	2013-11-02 12:05:51	1	O
052023	2013-11-02 12:06:49	1	O
051219	2013-11-02 12:25:59	1	O
050632	2013-11-02 12:28:13	1	O
051136	2013-11-02 12:36:34	1	O
050470	2013-11-02 12:45:48	1	O
051591	2013-11-02 12:52:48	1	O
050428	2013-11-02 12:53:36	1	O
051966	2013-11-02 12:56:27	1	O
051082	2013-11-02 12:58:38	1	O
051373	2013-11-02 12:58:46	1	O
051229	2013-11-02 13:00:52	1	O
052193	2013-11-02 13:01:08	1	O
000518	2013-11-02 13:04:00	1	O
052144	2013-11-02 13:06:31	1	O
052147	2013-11-02 13:13:57	1	O
000491	2013-11-02 13:16:59	1	O
051150	2013-11-02 13:18:53	1	O
050878	2013-11-02 13:21:26	1	O
050352	2013-11-02 13:24:05	1	O
051460	2013-11-02 13:24:37	1	O
051327	2013-11-02 13:35:02	1	O
052174	2013-11-02 13:38:15	1	O
051908	2013-11-02 13:46:01	1	O
050643	2013-11-02 13:49:42	1	O
050497	2013-11-02 14:05:03	1	O
050912	2013-11-02 14:14:42	1	O
052154	2013-11-02 14:15:45	1	O
000284	2013-11-02 14:18:21	1	O
000043	2013-11-02 14:30:07	1	O
052180	2013-11-02 14:47:05	1	O
000138	2013-11-02 14:58:15	1	O
051848	2013-11-02 15:09:08	1	O
051083	2013-11-02 15:24:33	1	O
051227	2013-11-02 15:28:26	1	O
051792	2013-11-02 15:28:42	1	O
000372	2013-11-02 15:39:07	1	O
051127	2013-11-02 15:53:30	1	O
050851	2013-11-02 16:02:02	1	O
000029	2013-11-02 16:03:00	1	O
051359	2013-11-02 16:10:01	1	O
000125	2013-11-02 16:10:06	1	O
051649	2013-11-02 16:22:21	1	O
000099	2013-11-02 16:25:41	1	O
000525	2013-11-02 16:30:48	1	O
051458	2013-11-02 16:31:09	1	O
000221	2013-11-02 16:37:32	1	O
051008	2013-11-02 16:49:54	1	O
052236	2013-11-02 16:55:20	1	O
000428	2013-11-02 16:58:48	1	O
001326	2013-11-02 17:05:56	1	O
010381	2013-11-02 17:47:19	1	O
000327	2013-11-02 17:49:42	1	O
050551	2013-11-02 17:51:45	1	O
000527	2013-11-02 18:03:21	1	O
052235	2013-11-02 18:04:00	1	O
052233	2013-11-02 18:04:09	1	O
005589	2013-11-02 18:05:52	1	O
051965	2013-11-02 18:17:30	1	O
000494	2013-11-02 18:28:08	1	O
000164	2013-11-02 18:31:55	1	O
051906	2013-11-02 18:39:46	1	O
051959	2013-11-02 18:50:07	1	O
052043	2013-11-02 18:52:38	1	O
000515	2013-11-02 19:02:23	1	O
000176	2013-11-02 19:03:38	1	O
000220	2013-11-02 19:03:55	1	O
051960	2013-11-02 19:05:45	1	O
000009	2013-11-02 19:05:54	1	O
000104	2013-11-02 19:16:48	1	O
052234	2013-11-02 19:19:36	1	O
000117	2013-11-02 19:20:53	1	O
000112	2013-11-02 19:29:28	1	O
000046	2013-11-02 19:31:59	1	O
000277	2013-11-02 19:42:46	1	O
000011	2013-11-02 19:43:03	1	O
051362	2013-11-02 19:50:07	1	O
051092	2013-11-02 20:02:56	1	O
005261	2013-11-02 20:03:18	1	O
000097	2013-11-02 21:28:57	1	O
050492	2013-11-02 22:10:00	1	O
000239	2013-11-02 23:11:38	1	O
000089	2013-11-02 23:13:56	1	O
000277	2013-11-03 07:00:04	1	O
000277	2013-11-03 07:00:18	1	I
000494	2013-11-03 07:03:49	1	I
000046	2013-11-03 07:04:44	1	I
051960	2013-11-03 07:09:54	1	I
000011	2013-11-03 07:11:59	1	I
005589	2013-11-03 07:16:39	1	I
051360	2013-11-03 07:18:22	1	I
000176	2013-11-03 07:23:01	1	I
